Frame,Plate,YOLO Confidence,OCR Confidence
37,K061522,0.34178248047828674,0.3780644158533082
37,Petro,0.30973711609840393,0.47503374935412523
38,KOe,0.28583812713623047,0.20834078537198517
38,1521,0.28583812713623047,0.6467843651771545
38,Petro,0.28429892659187317,0.4969261636946353
39,(KOEL5221,0.2691374719142914,0.07788134775024853
39,Petro,0.2651589512825012,0.4023499337517165
40,LKOg,0.2676742672920227,0.10269966721534729
40,E22v,0.2676742672920227,0.1424422264099121
40,Petro,0.25000080466270447,0.3792087292871621
41,KOg1522V,0.29288649559020996,0.21212289024001627
41,Retro,0.25639235973358154,0.587161896786485
42,LK0G15221,0.2969949543476105,0.0432610952526819
42,Retro,0.25616955757141113,0.6201960139372323
43,LK0G15221,0.3004581034183502,0.08155681023717558
44,KoE15221,0.33088159561157227,0.12483274606552794
45,KOG,0.30925530195236206,0.48275201522402955
45,E22v,0.30925530195236206,0.1510387361049652
46,KOE 5221,0.34619447588920593,0.15999796856791698
47,K0E5221,0.3818826973438263,0.3227311343737698
48,KOE15221,0.4252142906188965,0.17573682270356544
49,(K0E1522v,0.43899214267730713,0.09941260319541997
50,K0E15221,0.477466344833374,0.19754893531517057
51,[K0GL5221,0.4995814561843872,0.08704066917288723
52,KGL5221,0.5486587882041931,0.15928315107432758
53,[KOEL522V,0.5460785031318665,0.04795043528597442
54,KOG,0.4791942536830902,0.42865115668013865
54,622,0.4791942536830902,0.7495920880182136
55,K061522v,0.4441661536693573,0.1648089144300525
55,Petro,0.25051388144493103,0.36259165774924035
56,K0EL522V,0.3720383048057556,0.2024731711593566
56,Retro,0.2566074728965759,0.46748988004013176
57,K0E5221,0.44133853912353516,0.19066310410370751
57,Petro,0.28473976254463196,0.301692975673539
58,"""K0615221",0.5097207427024841,0.11837823154001259
58,Petro,0.29742950201034546,0.25665452302836383
59,4K0G15221,0.48837873339653015,0.16979287787324618
59,Petro,0.29747045040130615,0.13289849588590186
60,F5221,0.4409371614456177,0.17027658150465305
60,LKOE,0.4409371614456177,0.0437416624832519
60,Retro,0.28712719678878784,0.2582950299539765
61,K0615221,0.45712512731552124,0.4140986872863199
61,Retro,0.34165409207344055,0.4570871709194843
62,KOG,0.4161863923072815,0.37209401814858584
62,15221,0.4161863923072815,0.4884168676517654
62,Betro,0.34584370255470276,0.43010717306153134
63,K0E15221,0.4508976340293884,0.35223258729320645
63,Betro,0.3292490243911743,0.5149993603233537
64,[K0615220,0.4743783175945282,0.03442209455656024
64,Betro,0.31439080834388733,0.30830298410068196
65,(KOG,0.5431632399559021,0.05485492194600724
65,1221,0.5431632399559021,0.3099788427352905
65,Betro,0.2777441740036011,0.5597105544738947
66,[KOG,0.5508914589881897,0.060553599148988724
66,6221,0.5508914589881897,0.6019814014434814
66,Betro,0.271032452583313,0.26739825181296323
67,KOG,0.4759555459022522,0.4705871330767321
67,6221,0.4759555459022522,0.6807007789611816
67,Betro,0.33276453614234924,0.670176927851033
68,Betro,0.41198042035102844,0.5693462501678048
68,K0E1522V,0.4016610085964203,0.21043736365583024
69,Betro,0.4318869709968567,0.710628680655252
69,KOG,0.41417455673217773,0.3506546841043559
69,62,0.41417455673217773,0.44288264788408743
70,Betro,0.4673788845539093,0.711762964620021
70,K0E1522v,0.45476529002189636,0.1578073696243084
71,Betro,0.4934511184692383,0.8439096543929769
71,K061522V,0.42373475432395935,0.17770542281803559
72,Betro,0.47872400283813477,0.8705996438727304
72,KOG,0.37198156118392944,0.23918990732158263
72,622,0.37198156118392944,0.8849090195708328
73,15221,0.5103670954704285,0.2935829718249784
73,IKo,0.5103670954704285,0.09060281499999831
73,Betro,0.4581913352012634,0.8667351245768208
74,Betro,0.480049192905426,0.873551226494723
74,[K061522V,0.39090442657470703,0.10746380408679129
74,KOG,0.29876524209976196,0.2687605619430542
74,621L,0.29876524209976196,0.08791591923124115
75,Betro,0.4738156199455261,0.8557611346255077
75,K0G15221,0.418649822473526,0.4565034183007976
75,Kog15221],0.25505322217941284,0.12342970317877706
76,Betro,0.4834005832672119,0.8811955928871837
76,Ko615221,0.4618452489376068,0.39279219978185465
77,Betro,0.48598524928092957,0.8376465993443578
77,Kog,0.4151991009712219,0.2859720036850183
77,6221,0.4151991009712219,0.1795177012681961
78,Betro,0.48568254709243774,0.8465281518911909
78,K0E15221,0.4476519823074341,0.3041416411627867
79,Kog,0.507810115814209,0.3065563350129631
79,122v,0.507810115814209,0.25741347670555115
79,Betro,0.4739212095737457,0.8469736525435906
80,55221,0.48702725768089294,0.21985137882667677
80,Kod,0.48702725768089294,0.4518138980979448
80,Betro,0.47286829352378845,0.9787812552762273
81,Kog1522v,0.5303893089294434,0.1576564104431425
81,Betro,0.4281710982322693,0.9766596130700409
82,KoE1522V,0.5485489368438721,0.11299458643546599
82,Betro,0.4308771789073944,0.9784752112781114
83,KOL 5221,0.5983307361602783,0.08704972678153228
83,Betro,0.37574514746665955,0.8011789855679329
84,KOg,0.6072278022766113,0.2017937734559614
84,1522v,0.6072278022766113,0.270413261439699
84,Betro,0.379052996635437,0.7629447652738137
85,KOE522V,0.6153711676597595,0.18248373557369416
85,Betro,0.3793792128562927,0.6580250899319674
86,K0615221,0.5674323439598083,0.42019749028362896
86,Betro,0.3859325349330902,0.9747998222287452
87,(K0E15221,0.5941502451896667,0.1652853365143703
87,Betro,0.38060855865478516,0.8498776151095447
88,UKoG,0.5810506343841553,0.044672805815935135
88,6221,0.5810506343841553,0.7171388268470764
88,Betro,0.40571534633636475,0.7442703769755372
89,5221,0.5669586658477783,0.9966118931770325
89,Ekdg,0.5669586658477783,0.09402039540564622
89,Betro,0.38888123631477356,0.6836823130024201
90,KOG,0.5455901622772217,0.45649632936910156
90,6221,0.5455901622772217,0.28805816173553467
90,Betro,0.3905794322490692,0.8648738536818307
91,"""K0615221",0.4648570716381073,0.23140441011877222
91,Betrol,0.327582448720932,0.6912660638483016
92,[K0G15221,0.4728868007659912,0.1004922269676152
92,Kog1522171,0.41171547770500183,0.17128306212307262
92,Betro,0.3495306074619293,0.9664648541071044
93,KOG1522v,0.5097489953041077,0.13622488170148037
93,Betrol,0.340955525636673,0.6046353102238168
94,K0E1522V,0.5212256908416748,0.12666014927493224
94,Betro,0.34048908948898315,0.7818454502786294
95,KoG1522v,0.5281336903572083,0.11196319003487124
95,Betro,0.36683082580566406,0.9768249123236744
96,KOg,0.4855322241783142,0.3415425979670937
96,622v,0.4855322241783142,0.6037271022796631
96,Betro,0.36663925647735596,0.7658346364994724
97,KOG,0.41679027676582336,0.5732551351109959
97,Ez2v,0.41679027676582336,0.18761411309242249
97,Betro,0.3569965064525604,0.854857432083981
98,"KoG,522v",0.3917403519153595,0.17085457884844066
98,Betro,0.3571251928806305,0.7160431684991453
99,K0G15221,0.44058001041412354,0.22909678208491843
99,Betro,0.34689855575561523,0.8601999364734934
100,KoG1522v,0.4548908770084381,0.2674482759812881
100,Betro,0.3821871876716614,0.8851423815245603
101,KOG,0.4892423450946808,0.33365439430991
101,622v,0.4892423450946808,0.3036934435367584
101,Betro,0.37850451469421387,0.9779538521886714
102,KOG,0.5299505591392517,0.8360219114902131
102,622,0.5299505591392517,0.43362397803610087
102,Betro,0.39346861839294434,0.9799463212123757
103,KoE1522v,0.5409430861473083,0.11006186973990983
103,Betro,0.4131092429161072,0.8066005110824146
104,K0G1522v,0.5219230651855469,0.23220745372852594
104,Betro,0.40935423970222473,0.8475857260180535
105,KOg,0.5696629285812378,0.3900414546604968
105,15221,0.5696629285812378,0.12880350890871584
105,Betrol,0.3887951374053955,0.6684344636672741
106,K0g15221,0.5988096594810486,0.24524055652959514
106,Betrol,0.3420192003250122,0.6290189665716066
107,K0E1522v,0.6165086030960083,0.07835578341358994
107,Betro,0.33662495017051697,0.7821827931816747
108,K0g15221,0.6287089586257935,0.23805131332352844
108,Betrol,0.3324592113494873,0.6444216736061077
109,K0g15221,0.6336277723312378,0.3875698350962374
109,Betro,0.3318578600883484,0.9796158973400577
110,KoE15221,0.6434199213981628,0.08501024487836215
110,Betro,0.310011625289917,0.9813349944961913
111,K0E522v,0.6517464518547058,0.16205432270568934
111,Betro,0.27746453881263733,0.8290372885934417
112,KOG,0.64564049243927,0.8546604928390932
112,6221,0.64564049243927,0.6137797832489014
112,Betro,0.2942628562450409,0.9810346550564208
113,KOG,0.649940013885498,0.8604955709361416
113,6221,0.649940013885498,0.6875088214874268
113,Betro,0.2990202009677887,0.9814508848960166
114,KOG,0.6465401649475098,0.6661732507071348
114,6221,0.6465401649475098,0.6787719130516052
114,Betrol,0.31375226378440857,0.6315963294508783
115,Kog,0.6387090086936951,0.23073522068895763
115,6221,0.6387090086936951,0.4811473488807678
115,Betro,0.32129165530204773,0.7261609380801972
116,KOG,0.6193137764930725,0.5044609674258433
116,6221,0.6193137764930725,0.6546266078948975
116,Betro,0.3194299042224884,0.8135262169333397
117,KOG,0.6215752959251404,0.21595469367773634
117,6221,0.6215752959251404,0.8176771402359009
117,Betrol,0.2982257902622223,0.6156201341451839
118,KOg,0.606453001499176,0.30704465752662335
118,622,0.606453001499176,0.7099767169322023
118,Betro,0.26088905334472656,0.7939650870178894
119,Kog,0.6414147615432739,0.7754776656687207
119,6221,0.6414147615432739,0.4719451665878296
120,K0g15221,0.6432065963745117,0.11951435813195056
121,Kog,0.6523475050926208,0.3591178032332715
121,622,0.6523475050926208,0.48197131804155174
121,Retro,0.29506051540374756,0.6326840508947368
122,KogC,0.6289131045341492,0.02213345654308796
122,622v,0.6289131045341492,0.19416853785514832
122,Betro,0.3073044717311859,0.5839484950458447
123,5221,0.6815006732940674,0.791143080604735
123,KOD,0.6815006732940674,0.6089139101900949
123,Betro,0.2797901928424835,0.9803795450750772
124,K0G15221,0.6914011836051941,0.11010374812844863
124,Betro,0.25838762521743774,0.6930561971088002
125,KOGC,0.635687530040741,0.3187764585018158
125,622v,0.635687530040741,0.3840383291244507
126,KOG,0.6148785352706909,0.5791395098778472
126,5221,0.6148785352706909,0.261907696723938
127,KOG,0.5862460732460022,0.557317664648599
127,6221,0.5862460732460022,0.28255391120910645
128,KOG522,0.5961348414421082,0.2793078616223933
128,Betro,0.2824687659740448,0.9812511078600791
129,KOG522,0.64003586769104,0.32698212570367113
129,Betro,0.2556542754173279,0.7274983873814125
130,Kog1522v,0.6459658741950989,0.1368391775159482
130,Betro,0.2863479554653168,0.981082370266393
131,KOG522,0.6862102150917053,0.3565820344401593
131,Betrol,0.2844853401184082,0.605341450064562
132,KoG15221,0.644116222858429,0.1322752821155266
132,Betrol,0.31072887778282166,0.6145352695384126
133,K0G1z2v,0.5574562549591064,0.15454183555253267
133,Betro,0.3199464976787567,0.750292687190155
134,KOG15221,0.6412489414215088,0.2746370700642557
134,Betro,0.25656858086586,0.7289872312781569
135,K0G15221,0.6386055946350098,0.2586591081212722
136,K0G 522v,0.6486007571220398,0.12325141768455224
137,K0G15221,0.6399526596069336,0.32108813460322333
137,Betro,0.25278618931770325,0.8845324279070582
138,K0g1522v,0.6435645222663879,0.10429618119157046
139,Kog,0.6044341921806335,0.2898286370431749
139,622v,0.6044341921806335,0.7773472666740417
140,Kog,0.654512882232666,0.6714028454008472
140,622v,0.654512882232666,0.6659155488014221
141,K0g15221,0.6531577706336975,0.12678709113185246
142,Kog 522v,0.6757223606109619,0.10301347199427692
143,K0d521,0.7025811076164246,0.1335176690194631
144,KpG,0.6932734847068787,0.32255336938829904
144,622v,0.6932734847068787,0.1998014599084854
145,KOG,0.6540549993515015,0.49878462391241696
145,622,0.6540549993515015,0.3174672582006227
146,Kog1522v,0.6048098802566528,0.22523912711082444
147,Kog,0.5477672815322876,0.2833632911567046
147,522v,0.5477672815322876,0.4641270339488983
147,K0G15221,0.5315165519714355,0.24785833607479135
148,Kog,0.593868613243103,0.5661313572162253
148,6221,0.593868613243103,0.30030450224876404
149,Kog,0.646261990070343,0.2701698257433214
149,5221,0.646261990070343,0.22653020918369293
150,Kog,0.7181978821754456,0.3097834952355159
150,65221,0.7181978821754456,0.3112255612673009
151,KOG,0.6991992592811584,0.3538630361057478
151,622v,0.6991992592811584,0.3799988499679843
151,Betro,0.25813260674476624,0.8689218567591283
152,Kog15221,0.6909958720207214,0.27563743963415227
152,Betro,0.2941907048225403,0.8623866672137759
153,KOG5z21,0.5883778929710388,0.2572717144815903
153,Betro,0.2932123839855194,0.8624064148555186
154,K0G15221,0.5779551267623901,0.34954050854993285
154,KOGz2V,0.45208021998405457,0.31777212453433595
154,Betro,0.27749910950660706,0.8624064148555186
155,K0G15221,0.6125152111053467,0.43458531351050483
155,Betro,0.275699645280838,0.8694050652345634
156,KOG15z21,0.5561006665229797,0.1355328097791644
156,Betro,0.28377479314804077,0.8568679267751357
157,KOEz21,0.546620786190033,0.17129141132621561
157,Betro,0.3091062903404236,0.858076876131981
158,5221,0.5662823915481567,0.8372122645378113
158,KdG,0.5662823915481567,0.23948273528037664
158,Betro,0.31865692138671875,0.858076876131981
159,KpG,0.597347617149353,0.13345538079738617
159,6221,0.597347617149353,0.7010534405708313
159,Betro,0.3199709355831146,0.6802461403244382
160,KOG,0.6289398074150085,0.6571312654875486
160,6221,0.6289398074150085,0.7499337792396545
160,Betro,0.3215058445930481,0.7007582870296019
161,K0G15221,0.6409779787063599,0.37041989438246703
161,Betro,0.33427920937538147,0.6500187565676953
162,K0G 5221,0.6438796520233154,0.38014319966414317
162,Betro,0.3348522186279297,0.6500187565676953
163,KOG,0.6578776240348816,0.6157643133633502
163,6221,0.6578776240348816,0.5008429288864136
163,Betro,0.3438064157962799,0.6802213927057309
163,Ko61z21,0.2692982852458954,0.0558160245730988
164,KOG,0.6606671214103699,0.6543379604500109
164,6221,0.6606671214103699,0.5314347743988037
164,Betro,0.3483003079891205,0.6134367857189109
164,KOG,0.2602649927139282,0.5763826300985742
164,6221,0.2602649927139282,0.17332598567008972
165,KOG,0.6713080406188965,0.7050314832245421
165,6221,0.6713080406188965,0.42418065667152405
165,Betro,0.3580010235309601,0.6003197453330562
165,KOG,0.26988303661346436,0.5520531004793733
165,6220,0.26988303661346436,0.1216362714767456
166,KOG,0.6925758123397827,0.7949587645133483
166,622v,0.6925758123397827,0.46052661538124084
166,Betro,0.366848886013031,0.6003197453330562
166,KOG,0.2615581452846527,0.5779446733159846
166,622,0.2615581452846527,0.4810157611090841
167,KOG,0.6852298974990845,0.655796399372949
167,622v,0.6852298974990845,0.2858688533306122
167,Betro,0.352945476770401,0.6003197453330562
168,5221,0.6811819076538086,0.8065637946128845
168,KOG,0.6811819076538086,0.5344903039646647
168,Betro,0.34998059272766113,0.610996972453149
169,5221,0.6935959458351135,0.4384159743785858
169,KOG,0.6935959458351135,0.5156219418778506
169,Betro,0.3338366746902466,0.8910974020761322
170,KOG,0.7008967995643616,0.6363465545802289
170,522v,0.7008967995643616,0.39025941491127014
170,Betro,0.3230561912059784,0.6065674832691649
171,KG1522V,0.7133575081825256,0.17386650851972318
171,Betro,0.30820682644844055,0.6065674832691649
172,5221,0.713284432888031,0.7749698162078857
172,KG,0.713284432888031,0.6532231639872088
172,Betro,0.30404233932495117,0.6065674832691649
173,5221,0.701754629611969,0.7821491956710815
173,KOG,0.701754629611969,0.2933957365226926
173,Betro,0.30648526549339294,0.8910974020761322
174,KoG,0.6823647022247314,0.28007642404672134
174,622v,0.6823647022247314,0.641512930393219
174,Betro,0.3199639916419983,0.8910974020761322
175,KOg,0.67671138048172,0.2530365808413032
175,622,0.67671138048172,0.47978559136390686
175,Betro,0.3094940483570099,0.9108996396181599
176,Kog 5221,0.6366159319877625,0.16199162274900633
176,Betro,0.3152175843715668,0.9108996396181599
177,Kg,0.6365669965744019,0.4537557065628019
177,522v,0.6365669965744019,0.6598016023635864
177,Betro,0.32021477818489075,0.8990792736614776
178,KOEz21,0.6609132289886475,0.2918645926266966
178,Betro,0.31721633672714233,0.9099544012785155
179,KOG,0.6630691885948181,0.7900201263463125
179,622v,0.6630691885948181,0.6028038801471485
179,Betro,0.31909245252609253,0.8993992400152889
180,K0G15221,0.6671858429908752,0.14067891714451777
180,Betro,0.3054819107055664,0.9090523951498942
181,KG,0.6675729751586914,0.8701243790540149
181,622v,0.6675729751586914,0.5253413319587708
181,Betro,0.3365762233734131,0.9074229525338289
182,KOG15z21,0.6592657566070557,0.12778947991134407
182,Betro,0.3427155315876007,0.9074229525338289
183,K@G5221,0.6483281254768372,0.21929287331339853
183,Betro,0.3238450586795807,0.9074229525338289
184,KOG,0.633649468421936,0.1806099305523591
184,522v,0.633649468421936,0.2434733659029007
184,Betro,0.31831493973731995,0.9074229525338289
185,K0G5221,0.6238884329795837,0.4109967892342667
185,Betro,0.32441332936286926,0.906175038037258
186,Kog,0.6355986595153809,0.3536972547272239
186,622v,0.6355986595153809,0.25217118859291077
186,Betro,0.3082123100757599,0.9104569795457805
187,KOG5221,0.6064790487289429,0.41698707610015734
187,Betro,0.29062506556510925,0.8744651725529824
188,KOG5221,0.5968154668807983,0.260538466097664
188,Betro,0.2981358766555786,0.883400839711911
189,KOG 5221,0.596978485584259,0.26660535520955275
189,Betro,0.27893027663230896,0.9010666050369869
190,KOG 5221,0.5982315540313721,0.18601871428121836
190,Betro,0.26471734046936035,0.883400839711911
191,Kog z21,0.6056473255157471,0.0496340575264265
191,Betro,0.2773250639438629,0.9010666050369869
192,KOg5221,0.6163289546966553,0.1867682210687772
192,Betro,0.2707659900188446,0.9010666050369869
193,KOG,0.6295657753944397,0.8317824905866757
193,522v,0.6295657753944397,0.598582923412323
193,Betro,0.26925843954086304,0.9022347850221626
194,K0g5221,0.6328075528144836,0.3298817115173072
194,Betro,0.2637326717376709,0.9077053082883199
195,KOL1521,0.6311268210411072,0.09489266882019333
195,Betro,0.2612479031085968,0.9034994734541679
196,KOE 5221,0.7013271450996399,0.11988032555197542
196,Betro,0.2717112600803375,0.9034994734541679
197,K0G15221,0.739321231842041,0.38250047179275803
197,Betro,0.2965312600135803,0.7254230649801129
198,KOEz2v,0.690957248210907,0.21135283036576732
198,Betrol,0.32613101601600647,0.5761906672959459
199,K0g15z21,0.6788139343261719,0.0961406484921402
199,Betrol,0.3153482675552368,0.594262761531673
200,KOG 522v,0.6713057160377502,0.0705684531221983
200,Betro,0.28620240092277527,0.6966013632989588
201,KOG5221,0.6674988865852356,0.24172309727495184
201,Betro,0.2843948006629944,0.911507959324256
202,KOG15221,0.6668384075164795,0.3396553225862742
202,Betro,0.3080693483352661,0.8938319454010957
203,KOG,0.6307680010795593,0.3022282837223548
203,622v,0.6307680010795593,0.3864486813545227
203,Betro,0.29952505230903625,0.910458273280028
204,KOG52v,0.6116656064987183,0.1046381453716006
204,Betro,0.28396520018577576,0.9191668322106682
205,KOGEzzV,0.6447539925575256,0.09967440461146164
205,Betro,0.2592415511608124,0.9165815170886357
206,K@G z2V,0.66359943151474,0.16025834699156052
206,Betro,0.2599964737892151,0.9112178734498455
207,KOG 5221,0.6331401467323303,0.3600620014977861
207,Betro,0.27512800693511963,0.9175574525670486
208,KOG 5z21,0.6666029691696167,0.22209275458761202
209,Kpg z21,0.6217857599258423,0.16743152183916096
210,KG 5z2V,0.6158973574638367,0.13377799579958533
210,Betro,0.25278526544570923,0.6759852257283758
